Name,BSE Code,NSE Code,Industry Group,Industry
Kore Digital,,KDL,Telecom - Services,Telecom - Infrastructure
Turner Industrie,531164,,Consumer Durables,"Gems, Jewellery And Watches"
Shubhlaxmi Jewel,,SHUBHLAXMI,Consumer Durables,"Gems, Jewellery And Watches"
Globale Tessile,544234,GLOBALE,Textiles & Apparels,Trading - Textile Products
Trio Merc. Trad.,534755,,Finance,Other Financial Services
Shree Marutinand,544083,,Industrial Products,Iron & Steel Products
Khadim India,540775,KHADIM,Consumer Durables,Footwear
Objectone Inform,535657,,IT - Software,Computers - Software & Consulting
Mish Designs,544015,,Textiles & Apparels,Garments & Apparels
Golden Carpets,531928,,Consumer Durables,"Furniture, Home Furnishing"
SGN Telecoms,531812,,Electrical Equipment,Other Electrical Equipment
Healthy Life,543546,,Food Products,Dairy Products
Innovative Tech,523840,,Industrial Products,Packaging
Aarnav Fashions,539562,AARNAV,Textiles & Apparels,Trading - Textile Products
Rulka,,RULKA,Construction,Civil Construction
Simplex Papers,533019,,"Paper, Forest & Jute Products",Paper & Paper Products
Scan Steels,511672,,Ferrous Metals,Iron & Steel
Best Agrolife,539660,BESTAGRO,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
Crayons Advertis,,CRAYONS,Media,Advertising & Media Agencies
Sati Poly,,SATIPOLY,Industrial Products,Packaging
Aayush Wellness,539528,,Food Products,Packaged Foods
Yudiz Solutions,,YUDIZ,IT - Software,Computers - Software & Consulting
Sammaan Capital,535789,SAMMAANCAP,Finance,Housing Finance Company
Diligent Indust.,531153,,Agricultural Food & other Products,Edible Oil
Danube Industrie,540361,,Commercial Services & Supplies,Trading & Distributors
Winny Immigratio,,WINNY,Leisure Services,"Tour, Travel Related Services"
Nidan Laborator.,,NIDAN,Healthcare Services,Healthcare Service Provider
Leading Lea. Fin,540360,,Finance,Non Banking Financial Company (NBFC)
Modipon,503776,,Realty,"Residential, Commercial Projects"
Indian Terrain,533329,INDTERRAIN,Textiles & Apparels,Garments & Apparels
Refractory Shap.,,REFRACTORY,Industrial Products,Electrodes & Refractories
Standard Inds.,530017,SIL,Realty,Real Estate related services
Tarini Internat.,538496,,Commercial Services & Supplies,Consulting Services
Max Heights,534338,,Realty,"Residential, Commercial Projects"
Vishal Fabrics,538598,VISHAL,Textiles & Apparels,Garments & Apparels
Facor Alloys,532656,,Ferrous Metals,Ferro & Silica Manganese
Corporate Merch,540199,,Finance,Other Financial Services
Welcure Drugs,524661,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Shekhawati Inds,533301,SHEKHAWATI,Textiles & Apparels,Other Textile Products
Taylormade Renew,541228,,Industrial Manufacturing,Industrial Products
Nettlinx,511658,,Telecom - Services,Other Telecom Services
H. S. India,532145,,Leisure Services,Hotels & Resorts
Jay Kailash,544160,,Food Products,Packaged Foods
Inspire Films,,INSPIRE,Entertainment,Media & Entertainment
Travels & Rent.,544242,,Leisure Services,"Tour, Travel Related Services"
Mahalaxmi Seam.,513460,,Industrial Products,Iron & Steel Products
Sahaj Fashions,,SAHAJ,Textiles & Apparels,Other Textile Products
Gem Enviro,544199,,Other Utilities,Waste Management
Sri Havisha,531322,HAVISHA,Leisure Services,Hotels & Resorts
Digjam,539979,DIGJAMLMTD,Textiles & Apparels,Other Textile Products
Std. Capital Mkt,511700,,Finance,Non Banking Financial Company (NBFC)
Best Eastern Hot,508664,,Leisure Services,Hotels & Resorts
Salora Intl.,500370,,Commercial Services & Supplies,Trading & Distributors
Eastern Treads,531346,,Auto Components,Tyres & Rubber Products
Loyal Textile,514036,LOYALTEX,Textiles & Apparels,Other Textile Products
Swadeshi Inds,506863,,Industrial Products,Packaging
Kamanwala Housin,511131,,Realty,"Residential, Commercial Projects"
Newjaisa Tech,,NEWJAISA,IT - Hardware,Computers Hardware & Equipments
United Foodbrands,543283,UFBL,Leisure Services,Restaurants
M T N L,500108,MTNL,Telecom - Services,Telecom - Cellular & Fixed line services
Orchasp Ltd,532271,ORCHASP,IT - Software,Computers - Software & Consulting
Ishan Internat.,,ISHAN,Industrial Manufacturing,Industrial Products
Ganga Forging,,GANGAFORGE,Industrial Products,Castings & Forgings
Shyam Century,539252,SHYAMCENT,Ferrous Metals,Ferro & Silica Manganese
Warren Tea,508494,,Agricultural Food & other Products,Tea & Coffee
DigiSpice Tech.,517214,DIGISPICE,IT - Services,IT Enabled Services
Kisan Mouldings,530145,,Industrial Products,Plastic Products - Industrial
Trident Techlabs,,TECHLABS,IT - Software,Computers - Software & Consulting
Aravali Sec,512344,,Commercial Services & Supplies,Trading & Distributors
JP Power Ven.,532627,JPPOWER,Power,Power Generation
Reganto Enterprises,517393,,IT - Hardware,Computers Hardware & Equipments
Spectra Industri,513687,,Auto Components,Auto Components & Equipments
Quint Digital,539515,,Media,Electronic Media
Nureca,543264,NURECA,Healthcare Equipment & Supplies,Medical Equipment & Supplies
Nakoda Group,541418,NGIL,Food Products,Packaged Foods
Innovative Ideal,541983,,Commercial Services & Supplies,Diversified Commercial Services
Jay Jalaram Tech,,KORE,Retailing,Diversified Retail
Ahasolar Technol,543941,,Retailing,E-Retail/ E-Commerce
Elitecon Inter.,539533,,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products
Evoq Remedies,543500,,Commercial Services & Supplies,Trading & Distributors
Aadi Industries,530027,,Chemicals & Petrochemicals,Petrochemicals
Gini Silk Mills,531744,,Commercial Services & Supplies,Trading & Distributors
GTN Textiles,532744,,Textiles & Apparels,Other Textile Products
Rajnandini Metal,,RAJMET,Industrial Products,"Aluminium, Copper & Zinc Products"
Lime Chemicals,507759,,Chemicals & Petrochemicals,Commodity Chemicals
Hasti Finance,531387,,Finance,Non Banking Financial Company (NBFC)
Teamo Production,533048,TPHQ,Construction,Civil Construction
Vishwaraj Sugar,542852,VISHWARAJ,Agricultural Food & other Products,Sugar
Virgo Global,532354,,IT - Software,Software Products
TCI Finance,501242,TCIFINANCE,Finance,Non Banking Financial Company (NBFC)
N2N Technologies,512279,,Commercial Services & Supplies,Diversified Commercial Services
Asian Tea & Exp,519532,,Commercial Services & Supplies,Trading & Distributors
Intec Capital,526871,,Finance,Non Banking Financial Company (NBFC)
Raghuvir Synth,514316,,Textiles & Apparels,Other Textile Products
Quicktouch Tech,,QUICKTOUCH,IT - Software,Computers - Software & Consulting
Surat Trade,530185,,Textiles & Apparels,Other Textile Products
Usha Mart. Edu.,532398,UMESLTD,Other Consumer Services,E-Learning
Genpharmasec,531592,,Commercial Services & Supplies,Trading & Distributors
Trust Fintech,,TRUST,IT - Software,Software Products
UFO Moviez,539141,UFO,Entertainment,"Film Production, Distribution & Exhibition"
Abhishek Infra.,539544,,Realty,"Residential, Commercial Projects"
Natl. Plywood,516062,,"Paper, Forest & Jute Products",Forest Products
First Fintec,532379,,IT - Software,Software Products
Jaipan Industrie,505840,,Consumer Durables,Household Appliances
Mapro Industries,509762,,Construction,Civil Construction
Bang Overseas,532946,BANG,Textiles & Apparels,Garments & Apparels
Vishnu Prakash R,543974,VPRPL,Construction,Civil Construction
Waterbase,523660,WATERBASE,Food Products,Seafood
Emami Realty Ltd,533218,EMAMIREAL,Realty,"Residential, Commercial Projects"
Vama Industries,512175,,IT - Hardware,Computers Hardware & Equipments
Gian Lifecare,542918,,Healthcare Services,Healthcare Service Provider
Prime Industries,519299,,Agricultural Food & other Products,Edible Oil
Natural Biocon,543207,,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
Naturo Indiabull,543579,,Personal Products,Personal Care
Ent.Network,532700,ENIL,Entertainment,Media & Entertainment
ARC Finance,540135,,Finance,Other Financial Services
STL Global,532730,SGL,Textiles & Apparels,Other Textile Products
PVP Ventures,517556,PVP,Realty,"Residential, Commercial Projects"
Khandwala Sec.,531892,KHANDSE,Capital Markets,Stockbroking & Allied
Vaarad Ventures,532320,,Finance,Non Banking Financial Company (NBFC)
Balaxi Pharma,,BALAXI,Pharmaceuticals & Biotechnology,Pharmaceuticals
Vision Cinemas,526441,,Media,Advertising & Media Agencies
Unison Metals,538610,,Industrial Products,Iron & Steel Products
Den Networks,533137,DEN,Entertainment,TV Broadcasting & Software Production
Varyaa Creations,544168,,Consumer Durables,"Gems, Jewellery And Watches"
Chart.Logistics,531977,,Transport Services,Logistics Solution Provider
Meyer Apparel,531613,,Consumer Durables,"Gems, Jewellery And Watches"
Lovable Lingerie,533343,LOVABLE,Textiles & Apparels,Garments & Apparels
Niraj Cement,532986,NIRAJ,Construction,Civil Construction
Global Longlife,543520,,Healthcare Services,Hospital
Dindigul Farm,544201,,Food Products,Dairy Products
Starcom Info.,531616,,IT - Software,Computers - Software & Consulting
Drone Destinatio,,DRONE,Other Consumer Services,Education
3i Infotech,532628,3IINFOLTD,IT - Software,Computers - Software & Consulting
Krishna Fil. Ind,500248,KRISNAFILA,Industrial Products,Plastic Products - Industrial
Riddhi Corporate,540590,,IT - Services,IT Enabled Services
Walchand People,501370,,Commercial Services & Supplies,Consulting Services
BCL Enterprises,539621,,Finance,Non Banking Financial Company (NBFC)
Suzlon Energy,532667,SUZLON,Electrical Equipment,Heavy Electrical Equipment
Dangee Dums,,DANGEE,Food Products,Packaged Foods
Cresanto Global,531207,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Supertex Inds.,526133,,Textiles & Apparels,Other Textile Products
Munoth Fin.Serv.,531821,,Finance,Other Financial Services
Haria Exports,512604,,Consumer Durables,"Gems, Jewellery And Watches"
Nivaka Fashions,542206,,Textiles & Apparels,Trading - Textile Products
Wardwizard Foods,539132,,Food Products,Other Food Products
Semac Construct,505368,SEMAC,Construction,Civil Construction
Sh. Krish. Infr.,542146,,Realty,"Residential, Commercial Projects"
Tasty Dairy,540955,,Food Products,Dairy Products
Williamson Fin.,519214,,Finance,Non Banking Financial Company (NBFC)
Mega Corp.,531417,,Finance,Non Banking Financial Company (NBFC)
Empower India,504351,,IT - Software,Computers - Software & Consulting
Containe Tech.,543606,,Industrial Manufacturing,Industrial Products
Precision Metal.,,PRECISION,Auto Components,Auto Components & Equipments
Delphi World,533452,DELPHIFX,Finance,Other Financial Services
Manglam Infra,,MIEL,Commercial Services & Supplies,Consulting Services
AI Champ.Inds.,532806,,"Paper, Forest & Jute Products",Jute & Jute Products
Pioneer Invest,507864,,Finance,Other Financial Services
Prag Bosimi Syn.,500192,,Textiles & Apparels,Other Textile Products
Vivanza Biosci.,530057,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Purple Agrotech Industries,540159,,Entertainment,"Film Production, Distribution & Exhibition"
Mcleod Russel,532654,MCLEODRUSS,Agricultural Food & other Products,Tea & Coffee
Quest Flow,543982,,Industrial Products,Other Industrial Products
Golkonda Alumin.,513309,,Non - Ferrous Metals,Aluminium
Raghuvansh Agro.,538921,,Agricultural Food & other Products,Other Agricultural Products
MPS Pharmaa,531686,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Konstelec Engg.,,KONSTELEC,Construction,Civil Construction
Shreeji Translog,540738,,Transport Services,Logistics Solution Provider
Sun Retail,542025,,Commercial Services & Supplies,Trading & Distributors
Binny Mills,535620,,Commercial Services & Supplies,Trading & Distributors
H T Media,532662,HTMEDIA,Media,Print Media
Alexander Stamps,511463,,Diversified,Diversified
New Light Industries,540243,,Commercial Services & Supplies,Trading & Distributors
Variman Global,540570,,Commercial Services & Supplies,Trading & Distributors
Alankit,531082,ALANKIT,Commercial Services & Supplies,Diversified Commercial Services
Prime Property,530695,,Realty,"Residential, Commercial Projects"
Cadsys (India),,CADSYS,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
Minal Industries,522235,,Commercial Services & Supplies,Trading & Distributors
Veritas (India),512229,,Commercial Services & Supplies,Trading & Distributors
Nirman Agri,,NIRMAN,Agricultural Food & other Products,Other Agricultural Products
Mahan Industries,531515,,Commercial Services & Supplies,Trading & Distributors
Agio Paper,516020,,"Paper, Forest & Jute Products",Paper & Paper Products
Prime Capital Ma,535514,,Finance,Non Banking Financial Company (NBFC)
R O Jewels,543171,,Consumer Durables,"Gems, Jewellery And Watches"
Mediaone Global,503685,,Entertainment,"Film Production, Distribution & Exhibition"
FCS Software,532666,FCSSOFT,IT - Services,IT Enabled Services
Akash InfraProj.,,AKASH,Construction,Civil Construction
Newtime Infra.,531959,,Commercial Services & Supplies,Trading & Distributors
Beeyu Overseas,532645,,Commercial Services & Supplies,Trading & Distributors
Atharv Enter,530187,,Finance,Non Banking Financial Company (NBFC)
Vinny Overseas,543670,VINNY,Textiles & Apparels,Garments & Apparels
SAB Events,540081,SABEVENTS,Media,Electronic Media
HLV,500193,HLVLTD,Leisure Services,Hotels & Resorts
Kallam Textiles,530201,,Textiles & Apparels,Other Textile Products
Goyal Associates,530663,,Finance,Non Banking Financial Company (NBFC)
Peninsula Land,503031,PENINLAND,Realty,"Residential, Commercial Projects"
Rajesh Exports,531500,RAJESHEXPO,Consumer Durables,"Gems, Jewellery And Watches"
VCU Data Managem,536672,,IT - Hardware,Computers Hardware & Equipments
Bharat Road,540700,BRNL,Construction,Civil Construction
Encode Packaging,530733,,Media,Print Media
Palred Technolog,532521,PALREDTEC,IT - Services,IT Enabled Services
Aspire & Innovat,,ASPIRE,Consumer Durables,Household Appliances
Trescon,532159,,Realty,"Residential, Commercial Projects"
Madhur Inds,519279,,Agricultural Food & other Products,Other Agricultural Products
Hemang Resources,531178,,Commercial Services & Supplies,Trading & Distributors
Pradhin,530095,,Industrial Products,Iron & Steel Products
Perfect-Octave,521062,,Entertainment,TV Broadcasting & Software Production
Chrome Silicon,513005,,Ferrous Metals,Ferro & Silica Manganese
BGIL Films & Tec,511664,,Entertainment,"Film Production, Distribution & Exhibition"
Padmalaya Tele.,532350,PADMALAYAT,Entertainment,"Film Production, Distribution & Exhibition"
Zee Media,532794,ZEEMEDIA,Entertainment,TV Broadcasting & Software Production
Capricorn System,512169,,Commercial Services & Supplies,Diversified Commercial Services
UR Sugar,539097,,Commercial Services & Supplies,Trading & Distributors
Inani Marbles,531129,,Other Construction Materials,Other Construction Materials
Ventura Textiles,516098,,Textiles & Apparels,Other Textile Products
Hemo Organic,524590,,Commercial Services & Supplies,Trading & Distributors
Pulsar Intl.,512591,,Commercial Services & Supplies,Trading & Distributors
Trans India,523752,,Industrial Manufacturing,Industrial Products
Ruchi Infrastr.,509020,RUCHINFRA,Commercial Services & Supplies,Diversified Commercial Services
Shrydus Indust.,511493,,Finance,Non Banking Financial Company (NBFC)
Getalong Enterp.,543372,,Commercial Services & Supplies,Consulting Services
ACE EduTremd Ltd,530093,,Other Consumer Services,Education
Vijay Solvex,531069,,Agricultural Food & other Products,Edible Oil
Bohra Industries,,BOHRAIND,Fertilizers & Agrochemicals,Fertilizers
Comfort Fincap,535267,,Finance,Non Banking Financial Company (NBFC)
Dhyaani Trade,543516,,Commercial Services & Supplies,Trading & Distributors
Dreamfolks Servi,543591,DREAMFOLKS,Transport Infrastructure,Airport & Airport services
Sungold Capital,531433,,Finance,Non Banking Financial Company (NBFC)
Spacenet Enterpr,,SPCENET,Commercial Services & Supplies,Trading & Distributors
Avance Tech.,512149,,IT - Software,Software Products
Airan,543811,AIRAN,IT - Services,IT Enabled Services
Polymac Thermof.,537573,,Industrial Products,Plastic Products - Industrial
Radhe Develop.,531273,,Realty,"Residential, Commercial Projects"
Polo Queen Ind.,540717,,Commercial Services & Supplies,Trading & Distributors
Hubtown,532799,HUBTOWN,Realty,"Residential, Commercial Projects"
East WestFreight,540006,,Transport Services,Logistics Solution Provider
Devine Impex,531585,,Commercial Services & Supplies,Trading & Distributors
Salasar Exterior,,SECL,Construction,Civil Construction
